    3.1415927     3.8280000     0.0000000     0.0000000
    3.1293208     3.8280000     0.0000000     0.0000000
    3.1170490     3.8280000     0.0000000     0.0000000
    3.1047771     3.8280000     0.0000000     0.0000000
    3.0925053     3.8280000     0.0000000     0.0000000
    3.0802334     3.8280000     0.0000000     0.0000000
    3.0679616     3.8280000     0.0000000     0.0000000
    3.0556897     3.8280000     0.0000000     0.0000000
    3.0434179     3.8280000     0.0000000     0.0000000
    3.0311460     3.8280000     0.0000000     0.0000000
    3.0188742     3.8280000     0.0000000     0.0000000
    3.0066023     3.8280000     0.0000000     0.0000000
    2.9943305     3.8280000     0.0000000     0.0000000
    2.9820587     3.8280000     0.0000000     0.0000000
    2.9697868     3.8280000     0.0000000     0.0000000
    2.9575150     3.8280000     0.0000000     0.0000000
    2.9452431     3.8280000     0.0000000     0.0000000
    2.9329713     3.8280000     0.0000000     0.0000000
    2.9206994     3.8280000     0.0000000     0.0000000
    2.9084276     3.8280000     0.0000000     0.0000000
    2.8961557     3.8280000     0.0000000     0.0000000
    2.8838839     3.8280000     0.0000000     0.0000000
    2.8716120     3.8280000     0.0000000     0.0000000
    2.8593402     3.8280000     0.0000000     0.0000000
    2.8470683     3.8280000     0.0000000     0.0000000
    2.8347965     3.8280000     0.0000000     0.0000000
    2.8225246     3.8280000     0.0000000     0.0000000
    2.8102528     3.8280000     0.0000000     0.0000000
    2.7979810     3.8280000     0.0000000     0.0000000
    2.7857091     3.8280000     0.0000000     0.0000000
    2.7734373     3.8280000     0.0000000     0.0000000
    2.7611654     3.8280000     0.0000000     0.0000000
    2.7488936     3.8280000     0.0000000     0.0000000
    2.7366217     3.8280000     0.0000000     0.0000000
    2.7243499     3.8280000     0.0000000     0.0000000
    2.7120780     3.8280000     0.0000000     0.0000000
    2.6998062     3.8280000     0.0000000     0.0000000
    2.6875343     3.8280000     0.0000000     0.0000000
    2.6752625     3.8280000     0.0000000     0.0000000
    2.6629906     3.8280000     0.0000000     0.0000000
    2.6507188     3.8280000     0.0000000     0.0000000
    2.6384470     3.8280000     0.0000000     0.0000000
    2.6261751     3.8280000     0.0000000     0.0000000
    2.6139033     3.8280000     0.0000000     0.0000000
    2.6016314     3.8280000     0.0000000     0.0000000
    2.5893596     3.8280000     0.0000000     0.0000000
    2.5770877     3.8280000     0.0000000     0.0000000
    2.5648159     3.8280000     0.0000000     0.0000000
    2.5525440     3.8280000     0.0000000     0.0000000
    2.5402722     3.8280000     0.0000000     0.0000000
